,count,mean,std,min,25%,50%,75%,max
inv_rate_win,9896.0,0.044793560698999424,0.05573678404026782,0.0002544046209791,0.0091715431262381,0.025039897294297953,0.05836324544618303,0.3224911861631049
cfcr_lag,9896.0,95.36621351151028,462.62507445684844,-226.1211380260285,1.0905095651516994,6.022540308030451,22.00040489720279,3803.6707913968335
mp_shock,9896.0,-0.005420427157075598,0.8842930719094377,-1.2167526280511576,-0.7588811131221131,0.0383697290474294,1.0090777076865636,1.4530366223868072
interaction_term,9896.0,-7.747384965740214,335.1008446186725,-4628.126431673523,-5.8815910150124076,0.1202840184047061,4.141041294899608,5526.872959402609
roa_win,9896.0,0.03436784649937928,0.056500517851713145,-0.2193664212981824,0.000393792192600975,0.02591895410288415,0.059951135930532674,0.2312543034383391
size,9896.0,26.518764498185085,1.5013677875906835,18.6561550461162,25.48534729152887,26.275951345040006,27.24804769978617,33.87427876451292
sales_growth_win,9896.0,0.1011363316939204,0.35401264484483314,-0.6530139785390588,-0.05439503799011927,0.051913333085279456,0.18242535305228846,2.2768605012714414
