stock_code,company_name,year,total_assets,total_assets_prev,capex,ocf,interest_paid,interest_expense,sales,net_income,cfcr,inv_rate,roa,size
207940,삼성바이오로직스,2022,16582050258486.0,7970010786863.0,956839702456.0,953047810086.0,,273268250923.0,3001295197683.0,798056210082.0,4.487590698396004,0.12005500720691152,0.048127716274022764,30.439341916524146
207940,삼성바이오로직스,2023,16046197209196.0,16582050258486.0,995070661693.0,1666228521442.0,,249948735829.0,3694588767068.0,857691298384.0,7.666281051254982,0.06000890397638039,0.05345137462803094,30.406493003424796
373220,LG에너지솔루션,2020,19941795000000.0,0.0,260313000000.0,395360000000.0,5652000000.0,138843000000.0,,,70.95046001415429,inf,,30.623838896470858
373220,LG에너지솔루션,2021,23764137000000.0,19941795000000.0,3462890000000.0,978585000000.0,71210000000.0,295258000000.0,,929868000000.0,14.742241258250246,0.17364986451821413,0.03912904558663334,30.79919871142815
373220,LG에너지솔루션,2022,38299445000000.0,23764137000000.0,6209926000000.0,-579807000000.0,120323000000.0,519021000000.0,,779826000000.0,-3.8187545190861267,0.2613150227167938,0.020361287219697308,31.276456521148535
373220,LG에너지솔루션,2023,45437144000000.0,38299445000000.0,9923051000000.0,4444179000000.0,366783000000.0,857201000000.0,33745470000000.0,1637985000000.0,13.116643901162268,0.2590912479280052,0.03604947089104016,31.44735103625349
005380,현대차,2019,194512220000000.0,180655752000000.0,3586716000000.0,419784000000.0,2073310000000.0,475218000000.0,105746422000000.0,,1.2024704458088757,0.019853871024267195,,32.90151610477697
005380,현대차,2020,209344212000000.0,194512220000000.0,4687842000000.0,-409807000000.0,2008084000000.0,955991000000.0,103997601000000.0,,0.795921385758763,0.024100501243572256,,32.975000960531204
005380,현대차,2021,233946415000000.0,209344212000000.0,4304334000000.0,-1176416000000.0,1905945000000.0,548410000000.0,117610626000000.0,,0.3827649801017343,0.020561036576449507,,33.086113209336226
005380,현대차,2022,255742462000000.0,233946415000000.0,4014969000000.0,10627311000000.0,2695029000000.0,1054228000000.0,142527535000000.0,,4.943301166703587,0.01716191718518106,,33.175192046230116
005380,현대차,2023,282463355000000.0,255742462000000.0,7070758000000.0,-2518760000000.0,4237818000000.0,970700000000.0,162663579000000.0,,0.40564696265861344,0.027647962503778507,,33.274569941286934
105560,KB금융,2023,715738152000000.0,688664826000000.0,350138000000.0,,,17003362000000.0,,4631932000000.0,,0.0005084302069465647,0.006471545476592115,34.20433550650396
035420,NAVER,2019,12299527120786.0,9881190909324.0,435908502083.0,1356843480419.0,39296364906.0,166169887339.0,6593400065244.0,583051904649.0,35.52847314668104,0.044114976229400846,0.047404416358711204,30.14058193210332
035420,NAVER,2020,17014238663770.0,12299527120786.0,759403180962.0,1447212217640.0,71543208626.0,146432800279.0,5304145900386.0,1002086766379.0,21.228505897819893,0.06174246973110219,0.05889695014757472,30.4650716778771
035420,NAVER,2021,33691006757040.0,17014238663770.0,753942606877.0,1379905728836.0,58256588522.0,349334091066.0,6817599707250.0,16489849771129.0,24.68668958902207,0.04431245039970199,0.4894436634097708,31.148252055864013
035420,NAVER,2022,33899042889136.0,33691006757040.0,700733545914.0,1453390444990.0,40173810844.0,931522674095.0,8220078708810.0,760260876247.0,37.177559819597384,0.0207988307077697,0.022427207715963248,31.154407896557565
035420,NAVER,2023,35737826964395.0,33899042889136.0,640623697250.0,2002233273518.0,129405367641.0,682767513153.0,9670643576585.0,1012321527624.0,16.472567405956852,0.01889798774983431,0.028326331330457193,31.2072308225913
000270,기아,2019,55344798000000.0,51786605000000.0,1736486000000.0,3610658000000.0,153768000000.0,292273000000.0,58145959000000.0,1826659000000.0,24.481205452369803,0.03353156670532853,0.03300507122638698,31.64460378692661
000270,기아,2020,60490443000000.0,55344798000000.0,1661898000000.0,5423896000000.0,224197000000.0,424756000000.0,59168096000000.0,1487585000000.0,25.192544949307976,0.030028079603795825,0.024592066551736114,31.733506501545104
000270,기아,2021,66849997000000.0,60490443000000.0,1319523000000.0,7359670000000.0,168632000000.0,327444000000.0,69862366000000.0,4760450000000.0,44.64337729493809,0.02181374337099829,0.07121092316578563,31.83347237459991
000270,기아,2022,73710965000000.0,66849997000000.0,1494602000000.0,9333186000000.0,226721000000.0,662364000000.0,86559029000000.0,5409429000000.0,42.165952867180366,0.02235754774977776,0.07338703271623156,31.931172682890473
000270,기아,2023,80627826000000.0,73710965000000.0,2335160000000.0,11296526000000.0,197326000000.0,392011000000.0,99808420000000.0,8777817000000.0,58.24803624459017,0.03167995426460636,0.10886833287555094,32.020864941593
034020,두산에너빌리티,2019,24774211975046.0,24810203016469.0,377389228462.0,433679709050.0,446725761394.0,1069702595070.0,15570428849347.0,290928860839.0,1.9707962838245772,0.015211049591633299,0.011743213512988432,30.840824388375207
034020,두산에너빌리티,2020,25567174291104.0,24774211975046.0,262954987025.0,295223700800.0,415041541521.0,1182357933837.0,15243824665369.0,231221148176.0,1.7113112092782223,0.010614060592113415,0.009043672388014052,30.8723303903689
034020,두산에너빌리티,2021,23720545628641.0,25567174291104.0,284708398491.0,1027716202327.0,369169312901.0,989576905469.0,11283610608993.0,645821146630.0,3.783861405627185,0.011135700615537448,0.027226234874218637,30.79736269268731
034020,두산에너빌리티,2022,23049781799921.0,23720545628641.0,348704095585.0,625077721382.0,279737590179.0,1224618520375.0,15421058082388.0,319342732472.0,3.2345145712523724,0.014700509045793732,0.013854479632127993,30.768677418945533
034020,두산에너빌리티,2023,24640833945624.0,23049781799921.0,395596062651.0,2070633291076.0,350143474667.0,863062495443.0,17589887709510.0,517521903042.0,6.913670940305977,0.017162681455507568,0.021002613149540234,30.83542609921691
012450,한화에어로스페이스,2019,8708410720271.0,7396686212948.0,153837340013.0,715142993168.0,,78755486364.0,5264114375095.0,162427318272.0,10.08054824095277,0.020798143328522662,0.018651775104487192,29.795310424044224
012450,한화에어로스페이스,2020,9464815678256.0,8708410720271.0,189391880011.0,434749594569.0,,117098666460.0,5321444270673.0,164739761653.0,4.712677588156028,0.021748156591896054,0.01740549074098347,29.878602426364925
012450,한화에어로스페이스,2021,11045830630560.0,9464815678256.0,166102879971.0,990006043035.0,,92197568613.0,,301762016281.0,11.737875823933686,0.017549510272302137,0.027319087751185384,30.033074154188416
012450,한화에어로스페이스,2022,15157301978809.0,11045830630560.0,196739344483.0,1524327091276.0,,260278773463.0,,200827523099.0,6.856517114303565,0.01781118605410173,0.013249556113599329,30.349503510568727
012450,한화에어로스페이스,2023,19542899925708.0,15151828043299.0,453364797879.0,1390220003982.0,157047065272.0,398479842873.0,9359005981309.0,976918345793.0,9.852250766827051,0.02992145875622603,0.049988402412474015,30.603633161240253
068270,셀트리온,2019,3859646629058.0,3503108204930.0,94277989303.0,473993887712.0,17376156239.0,14204915194.0,1128459877886.0,301442694249.0,28.27840848070542,0.026912668347018383,0.07810111215351631,28.98159674833845
068270,셀트리온,2020,5020121254019.0,3859646629058.0,87008156984.0,350746671970.0,14868726038.0,37679352958.0,1849115532111.0,525702909620.0,24.589557778763076,0.022543037056538914,0.10471916573710917,29.24447520352753
068270,셀트리온,2021,5674122532472.0,5020121254019.0,63379331965.0,911159432327.0,16021913305.0,12804158307.0,1911601263030.0,595779438812.0,57.86957699631617,0.01262505998520651,0.10499939601276842,29.366937047512415
068270,셀트리온,2022,5891652311251.0,5674122532472.0,111168804221.0,863531984.0,22667489925.0,13506688858.0,2283967480394.0,542566233270.0,1.0380956156529537,0.019592245952532852,0.09209067416179462,29.404557602477333
068270,셀트리온,2023,19917534297169.0,5891652311251.0,210046189698.0,537158606192.0,41768859435.0,19950171798.0,2176431531380.0,539706505110.0,13.860265122343531,0.03565149105911852,0.027097054136199568,30.622621580160992
329180,HD현대중공업,2020,13799657849000.0,13869458775000.0,226249451000.0,,137053971000.0,780590122000.0,8312009823000.0,-431445898000.0,,0.01631278153462048,-0.03126497067688276,30.255664914233616
329180,HD현대중공업,2021,15078671491000.0,13799657849000.0,243969800000.0,,110083307000.0,999733145000.0,8311275924000.0,-814227962000.0,,0.01767940934982525,-0.05399865382610052,30.34430237721376
329180,HD현대중공업,2022,16289398053000.0,15078671491000.0,484478175000.0,,76942756000.0,1591690209000.0,9045480488000.0,-352064622000.0,,0.0321300305062797,-0.02161311430014203,30.421535585926062
329180,HD현대중공업,2023,17133618109000.0,16289398053000.0,478211790000.0,168837181000.0,116645866000.0,1124111388000.0,11963925991000.0,24689214000.0,2.4474339022010434,0.02935724134458905,0.0014409807574169739,30.472063620731287
055550,신한지주,2023,691795333000000.0,664433230000000.0,261444000000.0,,13058769000000.0,16761289000000.0,,4478000000000.0,,0.0003934842331711796,0.006473012734244624,34.170311266239445
028260,삼성물산,2019,45905516600415.0,42406651757716.0,345123411803.0,770849628968.0,127221749215.0,193236625934.0,30761501059039.0,1050076090746.0,7.059102580528845,0.008138426343461645,0.022874725490759577,31.457606413146
028260,삼성물산,2020,54331740265746.0,45905516600415.0,284854637837.0,1267896575704.0,96394181675.0,190390955271.0,30216118916989.0,1160650819953.0,14.153247983149083,0.006205237603935925,0.021362297881055436,31.62612970737501
028260,삼성물산,2021,55245423114466.0,54331740265746.0,536970264533.0,1195731728299.0,99862325947.0,174726796114.0,34455181882704.0,1829084039967.0,12.97380210164153,0.009883178081662485,0.033108336163472245,31.64280661333785
028260,삼성물산,2022,58981492466950.0,55245423114466.0,1105651372002.0,2618286420045.0,143688620414.0,396701103688.0,43161653399535.0,2544956968509.0,19.221946960734357,0.020013447443621542,0.04314839896489656,31.70824482362336
028260,삼성물산,2023,66127029212679.0,58981492466950.0,1228735158067.0,2798653381137.0,238135729370.0,333640948236.0,,2719106116709.0,12.752345557472529,0.020832554529804682,0.04111943556338755,31.822598693162497
012330,현대모비스,2019,46606064000000.0,43071132000000.0,789449000000.0,2644058000000.0,62933000000.0,215577000000.0,38048768000000.0,2294311000000.0,43.01385600559325,0.01832895870951337,0.04922773568692692,31.4727517773495
012330,현대모비스,2020,48497676000000.0,46606064000000.0,1095909000000.0,2476737000000.0,49395000000.0,438657000000.0,36626504000000.0,1529146000000.0,51.141451563923475,0.023514300628347418,0.031530294358847216,31.512536995198133
012330,현대모비스,2021,51482537000000.0,48497676000000.0,921842000000.0,2608809000000.0,33748000000.0,232147000000.0,41702184000000.0,2362474000000.0,78.30262534076094,0.019007962360918076,0.04588884188050018,31.572263778716472
012330,현대모비스,2022,55406698000000.0,51482537000000.0,1134395000000.0,2154062000000.0,56594000000.0,668331000000.0,51906293000000.0,2487244000000.0,39.06166731455632,0.022034559019498204,0.04489067368714158,31.64572160490074
012330,현대모비스,2023,58585845000000.0,55406698000000.0,1801887000000.0,5342631000000.0,121697000000.0,605237000000.0,59254361000000.0,3423309000000.0,44.901090413075096,0.03252110421739985,0.058432356826124125,31.70151423043189
035720,카카오,2019,8737255755774.0,7959542105267.0,106363615480.0,752667420203.0,11380717370.0,44000156706.0,3070111364510.0,-40921730982.0,67.13532308491024,0.013363031952506026,-0.004683590835138017,29.798617269538283
035720,카카오,2020,11954146190738.0,8737369043733.0,183146811228.0,971096476573.0,11451279218.0,72670378433.0,4071392494202.0,168978904480.0,85.8024450444415,0.020961322603096938,0.014135589592414708,30.112099295696854
035720,카카오,2021,22784559108590.0,11954146190738.0,216218815371.0,1306571526446.0,28454592567.0,315317249849.0,5910512880994.0,1640484195406.0,46.91777314574121,0.018087349102232416,0.07199982179104451,30.757104190384325
035720,카카오,2022,22963651561449.0,22784559108590.0,452915990820.0,678376491408.0,113100781190.0,487662708977.0,6799047881222.0,1357995839549.0,6.997982368206488,0.01987819859324143,0.05913675514171191,30.76493371486717
035720,카카오,2023,25179968939321.0,22963544024389.0,575149905184.0,1341098333644.0,168395577495.0,308396402380.0,7557001757272.0,-804118445004.0,8.963975976054478,0.025046216932941526,-0.03193484658149399,30.85706991099836
032830,삼성생명,2023,314655050000000.0,296234163000000.0,32602000000.0,,705884000000.0,1538797000000.0,,2033709000000.0,,0.0001100548284837762,0.006463296870652481,33.38249807535159
009540,HD한국조선해양,2019,25055372817000.0,24729898792000.0,404680134000.0,,158806223000.0,1089415879000.0,15182553166000.0,213081106000.0,,0.016364002837363494,0.008504407719506175,30.852109404173653
009540,HD한국조선해양,2020,25244191252000.0,25055372817000.0,378436876000.0,,188583879000.0,1328343931000.0,14903657734000.0,-1390692000.0,,0.01510402095247338,-5.5089584218302926e-05,30.859617195758748
009540,HD한국조선해양,2021,27293093978000.0,25244191252000.0,382988973000.0,,166211716000.0,1628852416000.0,15493381773000.0,-211885489000.0,,0.015171370283833405,-0.0077633370980510095,30.937654818278872
009540,HD한국조선해양,2022,29883476300000.0,27293093978000.0,666891005000.0,,128201638000.0,2838396135000.0,17302020185000.0,-78227484000.0,,0.024434423064587596,-0.002617750465664532,31.02832681146076
009540,HD한국조선해양,2023,32242568184000.0,29883476300000.0,821953097000.0,,177558172000.0,2094933829000.0,21296205574000.0,221711002000.0,,0.027505270429330875,0.006876344363598849,31.104308688707075
086790,하나금융지주,2023,591925995000000.0,568603280000000.0,2177689000000.0,-9622341000000.0,12086823000000.0,14396495000000.0,,,0.20389824522126285,0.0038298917304873796,,34.0144027345524
011200,HMM,2019,7160187000000.0,4121440000000.0,1082603000000.0,399331000000.0,,419462000000.0,5513089000000.0,90000000.0,1.9520075716036256,0.2626759093908925,1.2569504120492942e-05,29.599557213878487
011200,HMM,2020,9373360000000.0,7160187000000.0,1829701000000.0,1408546000000.0,,1184686000000.0,6413270000000.0,123966000000.0,2.1889614632062844,0.25553815843077843,0.01322535355518192,29.868892739149068
011200,HMM,2021,17876100000000.0,9373360000000.0,1708884000000.0,7505033000000.0,,2431773000000.0,13794148000000.0,5337151000000.0,4.08623913498505,0.18231285259501395,0.29856350098735185,30.514485741076744
011200,HMM,2022,25973455000000.0,17876100000000.0,442903000000.0,11318868000000.0,,1653282000000.0,18582770000000.0,10085439000000.0,7.84630208276628,0.024776265516527653,0.3882979372594058,30.88809617087533
011200,HMM,2023,25713363000000.0,26066659000000.0,2037125000000.0,1979706000000.0,124080000000.0,862500000000.0,8400969000000.0,968692000000.0,16.95507736943907,0.07815059843304047,0.03767270737787196,30.87803193378629
042660,한화오션,2019,11276078800189.0,11918521521052.0,155176401325.0,2542127053852.0,104946665370.0,167796190784.0,8358744818823.0,0.0,25.22303791063276,0.013019769360730508,0.0,30.053704677466477
042660,한화오션,2020,10320774853795.0,11276078800189.0,,-458467494666.0,78991437428.0,441707738495.0,7030175197162.0,86572614374.0,-4.80401508814027,,0.00838818941410846,29.965179955895472
042660,한화오션,2021,10623209555073.0,10320774853795.0,,485786909235.0,62651624201.0,761410435090.0,4486585681366.0,-1699829429734.0,8.753779976660944,,-0.16001091016059873,29.99406230407549
042660,한화오션,2022,12235665304876.0,10623209555073.0,,-1065432625974.0,77283191399.0,1137043236621.0,4860150249534.0,-1744778447657.0,-12.786084744784311,,-0.14259775861650067,30.13537618853123
042660,한화오션,2023,13944772692394.0,12235665304876.0,130660673631.0,-1939155311922.0,141542949110.0,898893098681.0,7408312265643.0,160043854483.0,-12.700119462785722,0.010678673400696143,0.011476978364107283,30.266125836580706
402340,SK스퀘어,2023,17970008000000.0,22160583000000.0,237254000000.0,265749000000.0,40599000000.0,335501000000.0,2276508000000.0,0.0,7.545703096135373,0.010706126278356485,0.0,30.519725261910338
005490,POSCO홀딩스,2019,79058661130791.0,78248265216732.0,2519218988560.0,6004655014887.0,760175364183.0,2242062841731.0,64366847807959.0,1982637208513.0,8.8990392188525,0.032195205626377385,0.025078051919359176,32.001211238804096
005490,POSCO홀딩스,2020,79086973226376.0,79058661130791.0,3154412400623.0,8685737215643.0,624398591928.0,2892402030848.0,57792795732820.0,1788152419240.0,14.910565026777896,0.03989964357484483,0.02260994884861316,32.0015692897361
005490,POSCO홀딩스,2021,91471614111915.0,79086973226376.0,3068590965937.0,6259365289022.0,433794265178.0,2765175646682.0,76332345050013.0,7195889963608.0,15.42934079926939,0.038800207426747314,0.07866801120185624,32.14704981179419
005490,POSCO홀딩스,2022,98406780635254.0,91471614111915.0,4927586254768.0,6186764805543.0,560765795242.0,5804466419303.0,84750203702240.0,3560483538695.0,12.032707162306654,0.05387011372445146,0.03618128258754829,32.22013082650751
005490,POSCO홀딩스,2023,100945394185079.0,98406780635254.0,6733288526505.0,6167694886590.0,1038004558676.0,4202996381280.0,77127197108585.0,1845849532200.0,6.941876492774795,0.06842301397362058,0.018285624095099526,32.245600834932134
015760,한국전력,2019,197597792000000.0,185249061000000.0,14000359000000.0,8213428000000.0,2027850000000.0,2046811000000.0,59172890000000.0,81982000000.0,5.050313386098577,0.0755758702604166,0.00041489330002229986,32.917254727090814
015760,한국전력,2020,203142111000000.0,197597792000000.0,13281294000000.0,13208473000000.0,2081663000000.0,1995425000000.0,58569314000000.0,2092469000000.0,7.345154330936372,0.06721377736852444,0.010300518143183026,32.944926904233895
015760,한국전력,2021,211108870000000.0,203142111000000.0,12668534000000.0,4473186000000.0,1928160000000.0,1914457000000.0,60574819000000.0,85830000000.0,3.3199246950460544,0.06236291400949358,0.00040656747392944694,32.98339508790104
015760,한국전력,2022,234804994000000.0,211123727000000.0,12346878000000.0,-23477500000000.0,2517694000000.0,2818546000000.0,71257863000000.0,37745000000.0,-8.325001370301553,0.0584817167423347,0.00016075041402228437,33.08977647282155
015760,한국전력,2023,239714965000000.0,234804994000000.0,13908373000000.0,1522162000000.0,4245838000000.0,4451659000000.0,88219461000000.0,,1.3585068483536111,0.0592337188535266,,33.110471687627005
064350,현대로템,2019,4084281234000.0,4002149975000.0,18643876000.0,-200921636000.0,46545932000.0,58207255000.0,2459346162000.0,-1384231000.0,-3.3166314942410007,0.004658465104121942,-0.0003389166711823939,29.038166876249875
064350,현대로템,2020,4197373871000.0,4084281234000.0,30547713000.0,56422151000.0,33591520000.0,62967431000.0,2785326054000.0,31021455000.0,2.67965459735076,0.007479336326231055,0.007390681877144606,29.065480176846282
064350,현대로템,2021,4107182672000.0,4197373871000.0,44150988000.0,-62713815000.0,29998658000.0,59731659000.0,2872511952000.0,66508112000.0,-1.090554017449714,0.01051871702567236,0.01619312246650421,29.04375842812178
064350,현대로템,2022,4823869784000.0,4107182672000.0,32470963000.0,716229388000.0,39544730000.0,76639752000.0,3163343615000.0,197797542000.0,19.111879585471947,0.00790589695982239,0.0410039140476102,29.204597581622604
064350,현대로템,2023,5241484775000.0,4823869784000.0,54676482000.0,734191933000.0,27227595000.0,47230751000.0,3587382453000.0,,27.964993896816814,0.011334568395969786,,29.287625928131966
196170,알테오젠,2019,85979112272.0,71380649814.0,8163568344.0,9133183987.0,,189612785.0,29229181883.0,0.0,49.167553611957125,0.11436668572326258,0.0,25.17737022314152
196170,알테오젠,2020,159206928125.0,85979112272.0,5118842707.0,1676575983.0,,796783812.0,42425842457.0,0.0,3.1041792739132608,0.05953588693502951,0.0,25.793470627782913
196170,알테오젠,2021,260337559420.0,159206928125.0,13585166384.0,-9419517066.0,,604661339.0,41123115244.0,0.0,-14.578169891890509,0.08533024626499745,0.0,26.285244931353706
196170,알테오젠,2022,245490136097.0,258318546360.0,6423379588.0,-17874625308.0,,425480824.0,28806344498.0,0.0,-41.01041339526972,0.024866118513411722,0.0,26.22652260454284
196170,알테오젠,2023,256099994583.0,245490136097.0,1219312216.0,-7765575368.0,,716596241.0,96522928887.0,0.0,-9.836751469925726,0.004966848099828401,0.0,26.268833808999997
138040,메리츠금융지주,2023,102235842680189.0,88977399369676.0,43347997296.0,,1750670088443.0,1853420915966.0,58558358469900.0,2125376583433.0,,0.00048717986368539834,0.02078895745087696,32.25830344336982
000810,삼성화재,2023,85019029989421.0,80796010435039.0,54266413675.0,-562090731359.0,8627761889.0,445160420333.0,,,-64.14907789419175,0.0006716471937513657,,32.07389622958946
096770,SK이노베이션,2019,39526056607000.0,35853382513000.0,2576601285000.0,1825833804000.0,350641611000.0,3260335156000.0,49876534172000.0,65774590000.0,6.207122448453501,0.07186494284230381,0.001664081763935728,31.307981231291695
096770,SK이노베이션,2020,38498146106000.0,39534500042000.0,3763137383000.0,2850843672000.0,373695164000.0,3937088145000.0,34164529332000.0,,8.62879466109441,0.09518616345222985,,31.28163120297198
096770,SK이노베이션,2021,49557440204000.0,38498146106000.0,3187735577000.0,-482982766000.0,418430179000.0,3023101536000.0,46842929105000.0,,-0.15427325809594628,0.08280231386267159,,31.534153520911655
096770,SK이노베이션,2022,67218924277000.0,49544942070000.0,6776585583000.0,406557024000.0,670616802000.0,8107091953000.0,78056939448000.0,1895179127000.0,1.6062434206651446,0.13677653661246877,0.02819413055749339,31.838975935077524
096770,SK이노베이션,2023,80835513251000.0,67218924277000.0,11238125586000.0,5367895813000.0,1271134526000.0,6177987935000.0,77288485864000.0,554894277000.0,5.222917168249428,0.16718692997360715,0.00686448634620546,32.023437505327955
267260,HD현대일렉트릭,2019,2256474848477.0,2326055714894.0,146690116251.0,,32712014415.0,56531426801.0,1771133588482.0,-264300822542.0,,0.0630638876410941,-0.11712996611523897,28.444824909896973
267260,HD현대일렉트릭,2020,2272620339599.0,2256474848477.0,56811145006.0,,27214826450.0,97090188734.0,1811344734384.0,834378.0,,0.025176945820754214,3.671435943177489e-07,28.451954616315025
267260,HD현대일렉트릭,2021,2214970249748.0,2272620339599.0,27704772766.0,,22994046636.0,52126190509.0,1805991746883.0,0.0,,0.01219067359525985,0.0,28.426260088070435
267260,HD현대일렉트릭,2022,2435030170738.0,2214970249748.0,33264790773.0,,21499550701.0,141254614230.0,2104499487335.0,162486134411.0,,0.015018165944569494,0.06672859185221278,28.520980262833156
267260,HD현대일렉트릭,2023,2910160077690.0,2435030170738.0,75377519040.0,-22438778035.0,,110203731062.0,2702799337370.0,259455508262.0,0.7963882182684353,0.03095547642317502,0.0891550640980369,28.699229205114445
051910,LG화학,2019,34024426000000.0,28944137000000.0,6238203000000.0,3121101000000.0,209256000000.0,436809000000.0,,376104000000.0,15.915228237183163,0.21552561750243235,0.011053941071628952,31.15809979437521
051910,LG화학,2020,41388894000000.0,34024426000000.0,5535791000000.0,5840832000000.0,215865000000.0,1109585000000.0,,682408000000.0,28.057800013897573,0.16270049640220235,0.016487708031048137,31.35403369990187
051910,LG화학,2021,51135302000000.0,41388894000000.0,5773593000000.0,5509816000000.0,223452000000.0,660789000000.0,,3953904000000.0,25.657716198557186,0.1394961894850343,0.07732239461497656,31.565496216104354
051910,LG화학,2022,67973823000000.0,51135302000000.0,8406288000000.0,569880000000.0,303726000000.0,1220692000000.0,,2195518000000.0,2.8762963987278005,0.16439304494574022,0.03229946328015124,31.850143791107765
051910,LG화학,2023,77466694000000.0,67973823000000.0,12959891000000.0,7536462000000.0,646478000000.0,1665265000000.0,,2053425000000.0,12.657723851391694,0.19066002805226948,0.02650719804823477,31.980869205078065
259960,크래프톤,2021,5635100724323.0,1719105731640.0,61268950938.0,713908175923.0,11764359072.0,6983182357.0,1886316491444.0,519877658346.0,61.68398384933282,0.03564001318263908,0.09225703031394492,29.36003613802948
259960,크래프톤,2022,6030311640765.0,5717827567485.0,26583973971.0,512702525133.0,1495945536.0,7599150497.0,1854016090527.0,500154033519.0,343.72806916748607,0.004649313687277391,0.08293999768402531,29.427819807051094
259960,크래프톤,2023,6440456619598.0,6037783966136.0,34365898294.0,662346237987.0,8443960720.0,8932004184.0,1910576180288.0,595361538227.0,79.44023201318255,0.005691806544710334,0.09244088942627816,29.493620557195552
316140,우리금융지주,2023,498004936000000.0,480474396000000.0,164696000000.0,,10626911000000.0,11899014000000.0,,2626894000000.0,,0.00034277789070783285,0.005274835267897827,33.841631104550665
010130,고려아연,2019,7840561221499.0,7225894143698.0,358140007607.0,692660279007.0,732945598.0,0.0,,,946.0364132032075,0.04956341741033511,,29.6903315321037
010130,고려아연,2020,8499645577650.0,7840561221499.0,662144567510.0,456522986973.0,1538078694.0,0.0,,,297.81380332091123,0.08445116985942082,,29.771045581808426
010130,고려아연,2021,9964048634649.0,8499645577650.0,463828370657.0,606883888565.0,4642020031.0,0.0,,,131.73702494003737,0.054570319011494624,,29.930004594353203
010130,고려아연,2022,12097918358974.0,9964048634649.0,372971049177.0,784694563029.0,31843159132.0,0.0,,,25.642484741422546,0.03743167690691812,,30.124054517282847
010130,고려아연,2023,12046071311650.0,12097918358974.0,418611480986.0,,51963367814.0,207172557404.0,,,,0.034601942959507755,,30.119759690476936
033780,KT&G,2019,10752439455974.0,10197870417450.0,222247997603.0,1042489387291.0,3581102372.0,13795983837.0,4963202297002.0,1037198624955.0,292.1085132449824,0.02179356949100885,0.09646170333735177,30.006153770895494
033780,KT&G,2020,11468383152160.0,10752439455974.0,216059141375.0,1261664798427.0,3371975749.0,13409221027.0,5301617653949.0,1171734472593.0,375.16188381579013,0.02009396493322812,0.10217085155306405,30.070615073939162
033780,KT&G,2021,11637271194200.0,11468383152160.0,224443071178.0,1419821288927.0,3204576721.0,31901130075.0,5228351596536.0,977258704832.0,444.0604764812557,0.01957059405847698,0.0839766203368247,30.08523409726004
