종목코드,종목명,종가,대비,등락률,상장시가총액
"115160","휴맥스","1052","-8","-0.75","46257.0"
"115310","인포바인","43250","550","1.29","138092.0"
"115440","우리넷","6440","-100","-1.53","69515.0"
"115480","씨유메디칼","620","0","0.00","37587.0"
"115500","케이씨에스","10120","-180","-1.75","121440.0"
"115530","씨엔플러스","544","-4","-0.73","36972.0"
"115570","스타플렉스","3400","55","1.64","27147.0"
"115610","이미지스","1203","-5","-0.41","20857.0"
"119500","포메탈","3100","-5","-0.16","36726.0"
"119830","아이텍","6210","60","0.98","137350.0"
"120240","대정화금","14100","-300","-2.08","101385.0"
"121850","코이즈","887","4","0.45","27155.0"
"121890","에스디시스템","1542","60","4.05","20495.0"
"122310","제노레이","5720","-20","-0.35","83248.0"
"122350","삼기","1140","4","0.35","43707.0"
"122690","서진오토모티브","2390","0","0.00","52961.0"
"123010","아이윈플러스","1069","-8","-0.74","34912.0"
"123410","코리아에프티","4905","70","1.45","136560.0"
"123420","위메이드플레이","10530","-540","-4.88","120777.0"
"123570","이엠넷","2480","-15","-0.60","55245.0"
"123750","알톤","1579","19","1.22","20126.0"
"124560","태웅로직스","3025","-5","-0.17","114698.0"
"125210","아모그린텍","6290","40","0.64","103765.0"
"126640","화신정공","1294","5","0.39","47068.0"
"126730","코칩","12440","120","0.97","105783.0"
"126880","제이엔케이글로벌","3955","-45","-1.13","91775.0"
"127710","아시아경제","1072","-1","-0.09","37417.0"
"127980","화인써키트","6040","30","0.50","71518.0"
"128540","에코캡","1581","-14","-0.88","42198.0"
"128660","피제이메탈","3055","0","0.00","75774.0"
"129890","앱코","905","-5","-0.55","45832.0"
"129920","대성하이텍","4510","-110","-2.38","61855.0"
"130500","GH신소재","2935","-5","-0.17","42690.0"
"130740","티피씨글로벌","1785","-5","-0.28","20129.0"
"131030","옵투스제약","6160","110","1.82","99503.0"
"131090","시큐브","4410","50","1.15","35280.0"
"131100","티엔엔터테인먼트","2155","20","0.94","60444.0"
"131180","딜리","1049","-11","-1.04","30788.0"
"131220","대한과학","5030","60","1.21","37496.0"
"131400","이브이첨단소재","1227","-8","-0.65","73117.0"
"131760","파인텍","822","-23","-2.72","35701.0"
"133750","메가엠디","2140","10","0.47","50091.0"
"134060","이퓨쳐","4660","-20","-0.43","22225.0"
"134580","탑코미디어","1791","15","0.84","88286.0"
"136410","아셈스","7830","-60","-0.76","86280.0"
"137080","나래나노텍","3030","5","0.17","33510.0"
"137940","넥스트아이","396","2","0.51","33806.0"
"137950","제이씨케미칼","3985","-5","-0.13","88737.0"
"138070","신진에스엠","2390","-5","-0.21","41833.0"
"138080","오이솔루션","9300","-480","-4.91","98804.0"
"138360","협진","699","19","2.79","33795.0"
"139670","키네마스터","2640","-25","-0.94","37274.0"
"140070","서플러스글로벌","2480","-10","-0.40","91730.0"
"140430","카티스","2640","-25","-0.94","50430.0"
"140520","대창스틸","2435","40","1.67","51401.0"
"141000","비아트론","8460","-40","-0.47","102490.0"
"142210","유니트론텍","6140","-100","-1.60","118171.0"
"142280","녹십자엠에스","4055","5","0.12","88164.0"
"142760","모아라이프플러스","1880","-55","-2.84","70941.0"
"143540","영우디에스피","619","5","0.81","27607.0"
"145170","노브랜드","5290","50","0.95","89445.0"
"146060","율촌","1395","23","1.68","33502.0"
"146320","비씨엔씨","8600","-200","-2.27","110062.0"
"147760","피엠티","2235","-25","-1.11","24182.0"
"147830","제룡산업","6740","0","0.00","134800.0"
"148250","알엔투테크놀로지","7440","70","0.95","70283.0"
"148780","비큐AI","2425","-95","-3.77","76256.0"
"148930","에이치와이티씨","3840","-30","-0.78","39073.0"
"149950","아바텍","8030","-100","-1.23","125328.0"
"150900","파수","5210","-150","-2.80","60881.0"
"153490","우리이앤엘","721","-8","-1.10","37117.0"
"153710","옵티팜","4980","0","0.00","73056.0"
"154030","아시아종묘","2665","-55","-2.02","32145.0"
"154040","다산솔루에타","1241","20","1.64","22276.0"
"155650","와이엠씨","3565","-35","-0.97","69426.0"
"156100","엘앤케이바이오","5660","-10","-0.18","112842.0"
"159010","아스플로","3925","-25","-0.63","52339.0"
"159580","제로투세븐","4770","-40","-0.83","95556.0"
"159910","에코글로우","765","-8","-1.03","30515.0"
"160550","NEW","2160","-50","-2.26","60277.0"
"162300","신스틸","2245","-15","-0.66","93103.0"
"163730","핑거","12400","-440","-3.43","116134.0"
"166480","코아스템켐온","2965","300","11.26","97461.0"
"168330","내츄럴엔도텍","3620","205","6.00","114953.0"
"169330","엠브레인","2250","30","1.35","41078.0"
"170030","현대공업","5660","10","0.18","86824.0"
"170790","파이오링크","8420","30","0.36","57730.0"
"170920","엘티씨","12490","-10","-0.08","124672.0"
"171010","램테크놀러지","4525","60","1.34","64702.0"
"171120","라이온켐텍","2300","40","1.77","82574.0"
"172670","에이엘티","7730","-60","-0.77","69263.0"
"173130","오파스넷","6810","-20","-0.29","88846.0"
"175250","아이큐어","1993","5","0.25","74854.0"
"177350","베셀","985","5","0.51","19359.0"
"177830","파버나인","2965","-5","-0.17","40010.0"
"177900","쓰리에이로직스","6770","-150","-2.17","64713.0"
"178780","일월지엠엘","2735","-35","-1.26","48599.0"
"179530","애드바이오텍","3480","290","9.09","40564.0"
"183490","엔지켐생명과학","1115","38","3.53","94848.0"
"184230","SGA솔루션즈","594","-7","-1.16","46227.0"
"185490","아이진","3050","-40","-1.29","82441.0"
"186230","그린플러스","6790","20","0.30","74148.0"
"187220","디티앤씨","2855","0","0.00","33398.0"
"187270","신화콘텍","3530","-70","-1.94","35808.0"
"187420","HLB제넥스","3165","20","0.64","92215.0"
"187660","현대ADM","1197","62","5.46","51458.0"
"187870","디바이스","11100","-100","-0.89","78106.0"
"188260","세니젠","2570","-25","-0.96","18577.0"
"189330","씨이랩","7920","-160","-1.98","48251.0"
"189690","포시에스","2415","-25","-1.02","65983.0"
"189980","흥국에프엔비","1973","17","0.87","79192.0"
"190650","코리아에셋투자증권","7640","-530","-6.49","48804.0"
"191410","육일씨엔에쓰","1849","-7","-0.38","20717.0"
"192250","케이사인","11250","-510","-4.34","79505.0"
"192390","윈하이텍","2825","-25","-0.88","31166.0"
"192410","오늘이엔엠","2220","220","11.00","31603.0"
"193250","링크드","590","5","0.85","37361.0"
"195500","마니커에프앤지","3160","-65","-2.02","50490.0"
"195990","에이비프로바이오","284","-2","-0.70","80852.0"
"196450","코아시아씨엠","686","9","1.33","31089.0"
"196700","웹스","1461","-9","-0.61","20986.0"
"197140","디지캡","2200","-10","-0.45","28629.0"
"198080","캐프","2450","15","0.62","52761.0"
"198440","강동씨앤엘","1195","5","0.42","72814.0"
"198940","한주라이트메탈","734","-15","-2.00","28569.0"
"199430","케이엔알시스템","11090","-420","-3.65","120578.0"
"199480","뱅크웨어글로벌","6150","-720","-10.48","62125.0"
"199550","레이저옵텍","7850","-130","-1.63","96286.0"
"199730","바이오인프라","5850","100","1.74","28457.0"
"200230","텔콘RF제약","6230","-270","-4.15","74916.0"
"200350","아티스트스튜디오","11070","100","0.91","110656.0"
"200470","에이팩트","2275","-30","-1.30","96374.0"
"200780","비씨월드제약","4460","-25","-0.56","43424.0"
"203450","유니온바이오메트릭스","3285","-80","-2.38","46250.0"
"204020","그리티","4425","150","3.51","86070.0"
"204610","티쓰리","2080","10","0.48","127549.0"
"204840","지엘팜텍","1185","-22","-1.82","91204.0"
"206400","베노티앤알","1640","-22","-1.32","61517.0"
"208140","정다운","2765","-5","-0.18","90372.0"
"208350","지란지교시큐리티","2810","60","2.18","24836.0"
"208370","셀바스헬스케어","4680","-30","-0.64","120466.0"
"208640","썸에이지","249","-4","-1.58","34671.0"
"208710","포톤","2435","-20","-0.81","32094.0"
"209640","와이제이링크","7480","60","0.81","106377.0"
"210120","캔버스엔","4665","-80","-1.69","110013.0"
"212560","네오오토","9200","350","3.95","72450.0"
"214270","FSN","3265","-105","-3.12","134091.0"
"214610","더바이오메드","5260","-60","-1.13","27092.0"
"214680","디알텍","1744","-31","-1.75","129083.0"
"215100","로보로보","5110","-100","-1.92","103981.0"
"215360","우리산업","9570","-20","-0.21","87395.0"
"215380","우정바이오","1825","6","0.33","30714.0"
"215480","토박스코리아","2385","0","0.00","21894.0"
"215790","이노인스트루먼트","446","1","0.22","17966.0"
"216050","인크로스","8610","-150","-1.71","110580.0"
"217190","제너셈","7080","-30","-0.42","62086.0"
"217330","싸이토젠","3030","-55","-1.78","70083.0"
"217500","러셀","1722","-21","-1.20","54780.0"
"217730","강스템바이오텍","1517","8","0.53","85034.0"
"218150","미래생명자원","3705","-25","-0.67","75641.0"
"219130","타이거일렉","11800","-210","-1.75","74509.0"
"219420","링크제니시스","5120","-80","-1.54","58724.0"
"220180","핸디소프트","2655","35","1.34","51528.0"
"220260","켐트로스","4700","35","0.75","124824.0"
"221800","유투바이오","3010","20","0.67","33974.0"
"221980","케이디켐","11500","100","0.88","46400.0"
"222040","코스맥스엔비티","4880","-75","-1.51","100665.0"
"222110","팬젠","6150","-50","-0.81","82989.0"
"222420","쎄노텍","816","5","0.62","37096.0"
"222980","한국맥널티","3935","90","2.34","43409.0"
"223250","드림씨아이에스","3410","-60","-1.73","81156.0"
"224110","에이텍모빌리티","12420","-200","-1.58","66323.0"
"225190","LK삼양","2170","-35","-1.59","110124.0"
"225220","제놀루션","2280","35","1.56","43753.0"
"225430","케이엠제약","615","7","1.15","17151.0"
"225530","보광산업","3655","30","0.83","132818.0"
"225590","패션플랫폼","995","17","1.74","26504.0"
"226330","신테카바이오","7150","-120","-1.65","109098.0"
"226400","오스테오닉","5910","10","0.17","122110.0"
"227610","아우딘퓨쳐스","1118","23","2.10","39782.0"
"227950","엔투텍","369","4","1.10","63668.0"
"228340","동양파일","2040","-15","-0.73","40800.0"
"228670","레이","7380","-110","-1.47","114486.0"
"228850","레이언스","6730","-100","-1.46","111658.0"
"229000","젠큐릭스","1989","21","1.07","31430.0"
"232680","라온테크","7370","-140","-1.86","92377.0"
"232830","아이티센피엔에스","2910","-45","-1.52","34069.0"
"234100","폴라리스세원","1445","-18","-1.23","94683.0"
"234300","에스트래픽","4005","5","0.13","110218.0"
"234920","자이글","5430","410","8.17","73473.0"
"235980","메드팩토","3745","105","2.88","128360.0"
"236810","엔비티","4275","95","2.27","72570.0"
"237750","피앤씨테크","4600","-35","-0.76","29884.0"
"237820","플레이디","5190","-40","-0.76","66573.0"
"238090","앤디포스","1994","-16","-0.80","46941.0"
"238120","얼라인드","3085","-5","-0.16","44359.0"
"238200","비피도","3325","-25","-0.75","27199.0"
"238490","힘스","3380","-5","-0.15","38235.0"
"239340","이스트에이드","2215","25","1.14","59760.0"
"239610","에이치엘사이언스","11920","10","0.08","64274.0"
"239890","피엔에이치테크","5220","-40","-0.76","51865.0"
"240600","유진테크놀로지","4150","0","0.00","28752.0"
"241690","유니테크노","2965","-25","-0.84","72556.0"
"241770","메카로","10840","20","0.18","110488.0"
"241790","티이엠씨씨엔에스","7355","35","0.48","73569.0"
"241840","에이스토리","10380","-110","-1.05","99025.0"
"242040","나무기술","1674","19","1.15","57931.0"
"246250","에스엘에스바이오","1969","0","0.00","30221.0"
"246690","TS인베스트먼트","1593","-28","-1.73","66074.0"
"246710","티앤알바이오팹","4985","-65","-1.29","107411.0"
"246720","아스타","4710","-55","-1.15","63902.0"
"246960","SCL사이언스","3170","-335","-9.56","26880.0"
"247660","나노씨엠에스","5650","240","4.44","24543.0"
"250000","보라티알","10350","-370","-3.45","69870.0"
"250060","모비스","2640","-10","-0.38","84932.0"
"250930","예선테크","522","-11","-2.06","17226.0"
"251630","브이원텍","5090","-50","-0.97","81149.0"
"252500","세화피앤씨","843","-2","-0.24","34973.0"
"253840","수젠텍","6890","30","0.44","115361.0"
"254120","자비스","1465","-15","-1.01","45055.0"
"255440","야스","6650","-80","-1.19","86836.0"
"256150","한독크린텍","6130","-40","-0.65","51461.0"
"256630","포인트엔지니어링","1165","-13","-1.10","67567.0"
"257370","피엔티엠에스","3320","-130","-3.77","41516.0"
"258610","케일럼","1938","-12","-0.62","51913.0"
"258790","소프트캠프","1315","0","0.00","32864.0"
"259630","엠플러스","8280","40","0.49","101698.0"
"260660","알리코제약","4475","105","2.40","68588.0"
"260930","씨티케이","4635","-50","-1.07","89648.0"
"261200","덴티스","6620","-60","-0.90","104660.0"
"261780","차백신연구소","3015","-5","-0.17","80999.0"
"262260","에이프로","6330","80","1.28","91583.0"
"262840","아이퀘스트","2345","-80","-3.30","49559.0"
"263020","디케이앤디","2850","-20","-0.70","41325.0"
"263050","유틸렉스","2710","20","0.74","99822.0"
"263600","덕우전자","4705","-35","-0.74","74952.0"
"263690","디알젬","5510","30","0.55","62404.0"
"263700","케어랩스","3470","-85","-2.39","67367.0"
"263770","유에스티","2075","5","0.24","49178.0"
"263800","데이타솔루션","5635","-275","-4.65","91396.0"
"263810","상신전자","3030","-5","-0.16","48252.0"
"263920","휴엠앤씨","920","-2","-0.22","45122.0"
"264450","유비쿼스","8100","130","1.63","120839.0"
"264660","씨앤지하이테크","12420","-130","-1.04","120737.0"
"265560","영화테크","7980","80","1.01","85308.0"
"265740","엔에프씨","9040","10","0.11","80743.0"
"267790","배럴","4505","10","0.22","35538.0"
"270870","뉴트리","5550","50","0.91","51061.0"
"271830","팸텍","1760","3","0.17","51903.0"
"272110","케이엔제이","17270","-600","-3.36","138599.0"
"273060","와이즈버즈","1034","-23","-2.18","52175.0"
"273640","와이엠텍","9820","-60","-0.61","107686.0"
"274400","이노시뮬레이션","4870","-25","-0.51","44251.0"
"275630","에스에스알","3170","-60","-1.86","19077.0"
"276040","스코넥","3110","70","2.30","39902.0"
"276730","한울앤제주","2145","45","2.14","33628.0"
"277070","린드먼아시아","4965","-65","-1.29","67981.0"
"277410","인산가","1442","-122","-7.80","55310.0"
"277880","티에스아이","5250","-60","-1.13","106083.0"
"278650","HLB바이오스텝","1478","6","0.41","128594.0"
"282720","금양그린파워","10290","80","0.78","124710.0"
"282880","코윈테크","12060","-50","-0.41","138321.0"
"285800","진영","2205","25","1.15","38537.0"
"286750","나노실리칸첨단소재","2260","140","6.60","48621.0"
"288620","에스퓨얼셀","11390","-300","-2.57","79494.0"
"288980","모아데이타","1375","-37","-2.62","47515.0"
"289010","아이스크림에듀","1929","-22","-1.13","26900.0"
"289080","SV인베스트먼트","1640","-30","-1.80","88598.0"
"289930","웨이비스","9460","-170","-1.77","118435.0"
"290090","트윔","8460","30","0.36","62945.0"
"290120","DH오토리드","2665","5","0.19","42172.0"
"290270","휴네시온","3605","-5","-0.14","34636.0"
"290550","디케이티","6370","-20","-0.31","127408.0"
"290560","신시웨이","6900","-70","-1.00","26758.0"
"290660","네오펙트","1701","101","6.31","78501.0"
"290740","액트로","5210","0","0.00","52439.0"
"291230","엔피","1610","-11","-0.68","70994.0"
"291650","압타머사이언스","1240","-20","-1.59","36308.0"
"291810","핀텔","2615","35","1.36","29700.0"
"293580","나우IB","1415","-6","-0.42","134326.0"
"294140","레몬","3970","10","0.25","83370.0"
"294630","서남","2950","10","0.34","71225.0"
"296640","이노룰스","7290","-130","-1.75","37749.0"
"297570","알로이스","895","-2","-0.22","30986.0"
"299170","더블유에스아이","1698","-57","-3.25","57616.0"
"299660","셀리드","4420","-200","-4.33","93275.0"
"300080","플리토","12150","-150","-1.22","66847.0"
"300120","라온피플","4465","-40","-0.89","93140.0"
"301300","바이브컴퍼니","5450","-210","-3.71","71447.0"
"302430","이노메트리","7990","40","0.50","78567.0"
"302550","리메드","3590","5","0.14","112043.0"
"303030","지니틱스","1145","13","1.15","40929.0"
"303360","프로티아","3085","5","0.16","39726.0"
"303530","이노뎁","6910","-50","-0.72","50715.0"
"304840","피플바이오","2465","50","2.07","52328.0"
"306040","에스제이그룹","4065","5","0.12","40105.0"
"306620","네온테크","2215","-35","-1.56","96272.0"
"307180","아이엘","2715","-5","-0.18","77276.0"
"307280","원바이오젠","5360","-20","-0.37","39620.0"
"307870","비투엔","1323","-95","-6.70","67216.0"
"307930","컴퍼니케이","6000","-110","-1.80","93660.0"
"308080","바이젠셀","2920","25","0.86","59711.0"
"308100","형지글로벌","4945","1140","29.96","49814.0"
"309930","오하임앤컴퍼니","3065","70","2.34","65274.0"
"309960","LB인베스트먼트","4880","-160","-3.17","113300.0"
"310870","디와이씨","1499","-12","-0.79","31010.0"
"311320","지오엘리먼트","6610","-50","-0.75","83382.0"
"311390","네오크레마","5500","30","0.55","69596.0"
"311690","CJ 바이오사이언스","9550","30","0.32","124775.0"
"312610","에이에프더블류","1266","12","0.96","25645.0"
"314130","지놈앤컴퍼니","3115","340","12.25","96831.0"
"314140","알피바이오","5690","-60","-1.04","49312.0"
"315640","딥노이드","6110","-150","-2.40","137122.0"
"317120","라닉스","2085","127","6.49","20141.0"
"317240","TS트릴리온","225","5","2.27","24129.0"
"317530","캐리소프트","4705","-105","-2.18","47236.0"
"317690","퀀타매트릭스","3260","-120","-3.55","59150.0"
"317770","엑스페릭스","3915","-25","-0.63","123185.0"
"317830","에스피시스템스","7440","-130","-1.72","80157.0"
"317850","대모","7730","70","0.91","64348.0"
"317870","엔바이오니아","13820","-410","-2.88","117771.0"
"318000","KBG","4485","5","0.11","39200.0"
"318010","팜스빌","3825","35","0.92","30330.0"
"318020","포인트모바일","4995","-165","-3.20","63248.0"
"318160","셀바이오휴먼텍","7410","-20","-0.27","68623.0"
"318410","비비씨","8630","-70","-0.80","47942.0"
"320000","한울반도체","2440","-120","-4.69","78834.0"
"321260","프로이천","2120","-15","-0.70","59767.0"
"321370","센서뷰","1456","-29","-1.95","61443.0"
"321550","티움바이오","4990","-10","-0.20","134869.0"
"321820","아티스트컴퍼니","8040","-190","-2.31","125355.0"
"322180","LS티라유텍","5410","-90","-1.64","113188.0"
"322780","코퍼스코리아","1224","-62","-4.82","46430.0"
"323350","다원넥스뷰","7400","-100","-1.33","59280.0"
"327260","RF머트리얼즈","5890","-110","-1.83","49672.0"
"328380","솔트웨어","1253","-22","-1.73","42931.0"
"330350","위더스제약","7630","-40","-0.52","100732.0"
"330730","스톤브릿지벤처스","4430","-85","-1.88","80408.0"
"331520","밸로프","620","-11","-1.74","31536.0"
"331920","셀레믹스","3045","5","0.16","24860.0"
"332290","누보","1265","-25","-1.94","42232.0"
"332370","아이디피","4530","10","0.22","60130.0"
"333050","모코엠시스","1469","-41","-2.72","36157.0"
"333430","일승","4100","-135","-3.19","125980.0"
"333620","엔시스","7150","40","0.56","75478.0"
"335810","프리시젼바이오","2960","-120","-3.90","34379.0"
"335870","윙스풋","2095","55","2.70","35092.0"
"336060","웨이버스","1210","-4","-0.33","58268.0"
"339950","아이비김영","2030","-15","-0.73","91242.0"
"340360","다보링크","1459","-1","-0.07","64126.0"
"340440","세림B&G","1388","5","0.36","39389.0"
"340810","시선AI","4535","-165","-3.51","56043.0"
"340930","유일에너테크","1526","-13","-0.84","52196.0"
"344860","이노진","2070","15","0.73","24902.0"
"347000","센코","2630","80","3.14","86803.0"
"347740","피엔케이피부임상연구센타","2840","-65","-2.24","85230.0"
"347770","핌스","1499","12","0.81","34263.0"
"347860","알체라","3075","-10","-0.32","119036.0"
"347890","엠투아이","5500","0","0.00","93023.0"
"348030","모비릭스","4105","-20","-0.48","39424.0"
"348150","고바이오랩","4745","-10","-0.21","92143.0"
"348350","위드텍","12280","-690","-5.32","125055.0"
"351320","넥사다이내믹스","2225","0","0.00","48985.0"
"351330","이삭엔지니어링","7030","-90","-1.26","58268.0"
"351870","차이커뮤니케이션","7190","-210","-2.84","80245.0"
"352090","스톰테크","3905","-85","-2.13","104939.0"
"352700","씨앤투스","2670","-15","-0.56","70159.0"
"352910","오비고","4325","-130","-2.92","54658.0"
"352940","인바이오","2625","-75","-2.78","28528.0"
"353190","휴럼","706","0","0.00","27801.0"
"353590","오토앤","3515","-40","-1.13","45258.0"
"354200","엔젠바이오","1984","20","1.02","40379.0"
"355150","코스텍시스","12680","330","2.67","98870.0"
"355390","크라우드웍스","10500","-90","-0.85","97733.0"
"355690","에이텀","5030","-170","-3.27","27187.0"
"356890","싸이버원","3475","-20","-0.57","41540.0"
"357230","에이치피오","2605","-5","-0.19","109643.0"
"357580","아모센스","6490","-110","-1.67","72820.0"
"357880","SKAI","2525","-90","-3.44","85971.0"
"359090","씨엔알리서치","1022","8","0.79","57974.0"
"360350","코셈","8050","-130","-1.59","45925.0"
"361390","제노코","18600","-670","-3.48","139515.0"
"361570","알비더블유","2210","-50","-2.21","63523.0"
"361670","삼영에스앤씨","4260","5","0.12","24144.0"
"362320","청담글로벌","6070","-90","-1.46","127781.0"
"362990","드림인사이트","2115","20","0.95","35533.0"
"363250","진시스템","6170","-100","-1.59","43454.0"
"363260","모비데이즈","1750","5","0.29","56287.0"
"365270","큐라클","5140","-150","-2.84","72007.0"
"365590","하이딥","591","-9","-1.50","91477.0"
"365900","브이씨","3740","215","6.10","27341.0"
"366030","공구우먼","4415","-5","-0.11","100017.0"
"367000","플래티어","4725","65","1.39","39634.0"
"368600","아이씨에이치","2675","-55","-2.01","46915.0"
"368970","오에스피","2810","0","0.00","26263.0"
"370090","퓨런티어","15140","-260","-1.69","129550.0"
"372800","아이티아이즈","7240","-340","-4.49","43780.0"
"373110","엑셀세라퓨틱스","3155","-5","-0.16","34511.0"
"373160","데이원컴퍼니","6670","-100","-1.48","91803.0"
"373170","엠아이큐브솔루션","8900","-10","-0.11","44838.0"
"373200","엑스플러스","687","5","0.73","69294.0"
"376180","피코그램","3555","-170","-4.56","65984.0"
"376270","에이치이엠파마","19940","300","1.53","139824.0"
"376290","씨유테크","3390","0","0.00","59859.0"
"376930","노을","2107","2","0.10","77847.0"
"376980","원티드랩","4965","5","0.10","48490.0"
"377220","프롬바이오","2070","-80","-3.72","58602.0"
"377330","이지트로닉스","4570","-35","-0.76","37200.0"
"378800","샤페론","3065","45","1.49","92388.0"
"380540","옵티코어","1840","39","2.17","88982.0"
"381620","제닉스","7280","-180","-2.41","95498.0"
"382480","지아이텍","2085","-20","-0.95","82060.0"
"382800","지앤비에스 에코","3730","-10","-0.27","118730.0"
"383930","디티앤씨알오","3895","-25","-0.64","49794.0"
"384470","코어라인소프트","5470","-130","-2.32","98138.0"
"387570","파인메딕스","7160","-100","-1.38","40281.0"
"388790","라이콤","2460","-70","-2.77","75252.0"
"388870","파로스아이바이오","6400","220","3.56","82854.0"
"389030","지니너스","2165","-15","-0.69","72207.0"
"389680","유디엠텍","634","1","0.16","26370.0"
"391710","코닉오토메이션","1613","-27","-1.65","67851.0"
"393210","토마토시스템","7140","130","1.85","111488.0"
"396270","넥스트칩","5280","-60","-1.12","95510.0"
"396300","세아메카닉스","3395","-165","-4.63","89932.0"
"396470","워트","7770","-90","-1.15","125252.0"
"398120","에스지헬스케어","3325","-60","-1.77","37605.0"
"402490","그린리소스","13390","-270","-1.98","110862.0"
"403490","우듬지팜","1931","-60","-3.01","87305.0"
"405920","나라셀라","2455","0","0.00","31616.0"
"406820","뷰티스킨","13450","-170","-1.25","47533.0"
"407400","꿈비","8030","-190","-2.31","118961.0"
"408900","스튜디오미르","3745","-70","-1.83","122572.0"
"408920","메쎄이상","2285","-15","-0.65","98786.0"
"411080","샌즈랩","8380","-60","-0.71","127943.0"
"412350","레이저쎌","3120","-5","-0.16","27228.0"
"413390","엠오티","7400","140","1.93","85693.0"
"413630","씨피시스템","1320","-1","-0.08","48096.0"
"415380","스튜디오삼익","9210","-100","-1.07","38917.0"
"417010","나노팀","5350","-90","-1.65","107863.0"
"417180","핑거스토리","2695","-50","-1.82","45320.0"
"417500","제이아이테크","3490","-85","-2.38","114419.0"
"417790","트루엔","9440","-180","-1.87","103837.0"
"417840","저스템","10480","-290","-2.69","76114.0"
"417860","오브젠","21750","-200","-0.91","96366.0"
"417970","모델솔루션","11170","10","0.09","71451.0"
"418420","라온텍","3805","-125","-3.18","115434.0"
"418620","E8","4945","-355","-6.70","63546.0"
"419050","삼기에너지솔루션즈","1701","-7","-0.41","97291.0"
"419080","엔젯","7100","-100","-1.39","75125.0"
"419120","산돌","9380","0","0.00","72923.0"
"419540","비스토스","1584","-2","-0.13","36420.0"
"420570","제이투케이바이오","10090","0","0.00","59001.0"
"424760","벨로크","931","-32","-3.32","18308.0"
"424960","스마트레이더시스템","8270","-230","-2.71","129652.0"
"424980","마이크로투나노","8670","0","0.00","51317.0"
"429270","시지트로닉스","5890","210","3.70","27437.0"
"430690","한싹","5330","-140","-2.56","58072.0"
"431190","케이쓰리아이","5130","30","0.59","38405.0"
"432430","와이랩","5710","-90","-1.55","94263.0"
"432470","케이엔에스","10370","110","1.07","90961.0"
"432980","엠에프씨","3890","10","0.26","33422.0"
"434480","모니터랩","4305","-130","-2.93","52996.0"
"438700","버넥트","4445","-235","-5.02","49539.0"
"440290","HB인베스트먼트","2175","-25","-1.14","58958.0"
"440320","오픈놀","5450","70","1.30","53437.0"
"443250","레뷰코퍼레이션","12030","10","0.08","133717.0"
"445180","퓨릿","6370","-130","-2.00","108540.0"
"446540","메가터치","4130","115","2.86","85784.0"
"448710","코츠테크놀로지","23450","-500","-2.09","123361.0"
"450330","하스","7950","-220","-2.69","62296.0"
"450520","인스웨이브","4465","-55","-1.22","65656.0"
"451220","아이엠티","9670","-70","-0.72","76147.0"
"451250","삐아","11820","0","0.00","119262.0"
"452160","제이엔비","6220","390","6.69","59821.0"
"452190","한빛레이저","4905","-145","-2.87","114613.0"
"452200","민테크","4005","-40","-0.99","89391.0"
"452280","한선엔지니어링","6790","-120","-1.74","117234.0"
"452300","캡스톤파트너스","3575","-60","-1.65","50410.0"
"452400","이닉스","8160","30","0.37","74023.0"
"453860","에이에스텍","17590","-420","-2.33","99510.0"
"456070","이엔셀","11760","-270","-2.24","128196.0"
"457370","한켐","8410","-150","-1.75","67508.0"
"457600","벡트","3110","-60","-1.89","42630.0"
"459100","위츠","6690","-30","-0.45","84107.0"
"460470","아이빔테크놀로지","3280","-60","-1.80","49518.0"
"460940","피앤에스로보틱스","14660","-910","-5.84","94876.0"
"461030","아이엠비디엑스","8060","-150","-1.83","112983.0"
"462510","라메디텍","7450","-140","-1.84","65344.0"
"464280","티디에스팜","10840","100","0.93","59945.0"
"464500","아이언디바이스","3365","-175","-4.94","46986.0"
"464580","닷밀","2870","-190","-6.21","52692.0"
"465480","인스피언","6660","-30","-0.45","67518.0"
"466410","사이냅소프트","14350","-610","-4.08","72281.0"
"469750","아이비젼웍스","876","-9","-1.02","29728.0"
"471820","셀로맥스사이언스","4750","-85","-1.76","55309.0"
"474170","루미르","7790","-110","-1.39","138099.0"
"474610","RF시스템즈","4750","-210","-4.23","63385.0"
"475460","미트박스","14420","740","5.41","80833.0"
"475660","에스켐","4965","-30","-0.60","39372.0"
"476080","M83","13870","170","1.24","107978.0"
"478560","블랙야크아이앤씨","3730","5","0.13","90611.0"
"145270","케이탑리츠","955","0","0.00","45898.0"
"338100","NH프라임리츠","4735","85","1.83","88355.0"
"357250","미래에셋맵스리츠","2745","5","0.18","68612.0"
"357430","마스턴프리미어리츠","1400","-1","-0.07","42707.0"
"396690","미래에셋글로벌리츠","2710","15","0.56","107332.0"
"481850","신한글로벌액티브리츠","1472","-1","-0.07","63999.0"
"000040","KR모터스","415","5","1.22","24955.0"
"000180","성창기업지주","1630","13","0.80","113695.0"
"000220","유유제약","4550","10","0.22","77497.0"
"000230","일동홀딩스","7320","-60","-0.81","84476.0"
"000590","CS홀딩스","91300","-3300","-3.49","105404.0"
"000760","이화산업","12850","70","0.55","35980.0"
"000850","화천기공","32850","-50","-0.15","72270.0"
"000890","보해양조","492","-1","-0.20","68447.0"
"000910","유니온","4705","15","0.32","73453.0"
"001020","페이퍼코리아","740","-5","-0.67","131708.0"
"001070","대한방직","6560","-10","-0.15","34768.0"
"001080","만호제강","25700","0","0.00","106655.0"
