종목코드,종목명,종가,대비,등락률,상장시가총액
"001210","금호전기","1058","-30","-2.76","65124.0"
"001260","남광토건","9220","-10","-0.11","90656.0"
"001290","상상인증권","692","-25","-3.49","74969.0"
"001380","SG글로벌","1699","5","0.30","76394.0"
"001550","조비","14820","10","0.07","76949.0"
"001560","제일연마","9290","-70","-0.75","91042.0"
"001620","케이비아이동국실업","497","-2","-0.40","55313.0"
"001770","SHD","18230","170","0.94","22147.0"
"002070","비비안","790","2","0.25","35705.0"
"002140","고려산업","2910","0","0.00","72574.0"
"002200","한국수출포장","3030","10","0.33","121200.0"
"002210","동성제약","973","0","0.00","25901.0"
"002360","SH에너지화학","474","10","2.16","52677.0"
"002420","세기상사","5390","-100","-1.82","32178.0"
"002450","삼익악기","1328","7","0.53","120225.0"
"002460","HS화성","11230","-140","-1.23","113985.0"
"002630","오리엔트바이오","828","51","6.56","98187.0"
"002690","동일제강","1624","2","0.12","32968.0"
"002700","신일전자","1601","76","4.98","113747.0"
"002720","국제약품","4925","60","1.23","104212.0"
"002760","보락","1039","6","0.58","62236.0"
"002780","진흥기업","773","4","0.52","112450.0"
"002820","SUN&L","2990","-5","-0.17","37698.0"
"002870","신풍","1202","26","2.21","42020.0"
"002880","대유에이텍","1161","-20","-1.69","54270.0"
"002920","유성기업","2165","50","2.36","56176.0"
"002990","금호건설","3480","80","2.35","128749.0"
"003010","혜인","5280","0","0.00","67123.0"
"003060","에이프로젠바이오로직스","672","14","2.13","133330.0"
"003080","SB성보","2755","-10","-0.36","55155.0"
"003580","HLB글로벌","2610","-15","-0.57","131326.0"
"003680","한성기업","5160","50","0.98","32041.0"
"003720","삼영","3805","-30","-0.78","129370.0"
"003780","진양산업","5640","-30","-0.53","73320.0"
"004060","SG세계물산","350","-3","-0.85","70849.0"
"004100","태양금속","2685","10","0.37","98540.0"
"004140","동방","2875","90","3.23","137919.0"
"004150","한솔홀딩스","3385","50","1.50","138875.0"
"004270","남성","1100","-7","-0.63","39833.0"
"004310","현대약품","3475","10","0.29","111200.0"
"004410","서울식품","168","7","4.35","62959.0"
"004440","삼일씨엔에스","4850","-60","-1.22","61750.0"
"004540","깨끗한나라","2185","-10","-0.46","81371.0"
"004720","팜젠사이언스","4340","-15","-0.34","80332.0"
"004770","써니전자","1760","-115","-6.13","64597.0"
"004830","덕성","6040","-10","-0.17","94707.0"
"004840","DRB동일","5320","-170","-3.10","106028.0"
"004870","티웨이홀딩스","728","-11","-1.49","82383.0"
"004910","조광페인트","5540","-30","-0.54","70912.0"
"004920","씨아이테크","1234","29","2.41","61781.0"
"004960","한신공영","8250","-100","-1.20","95458.0"
"005320","온타이드","663","153","30.00","44767.0"
"005360","모나미","2095","-15","-0.71","39590.0"
"005750","대림바스","4545","190","4.36","75775.0"
"005820","원림","16110","-20","-0.12","37020.0"
"005870","휴니드","8950","-100","-1.10","126338.0"
"005960","동부건설","5420","-110","-1.99","124371.0"
"006090","사조오양","10620","-230","-2.12","100069.0"
"006200","한국전자홀딩스","777","0","0.00","36366.0"
"006370","대구백화점","6560","-10","-0.15","70990.0"
"006570","대림통상","2775","-95","-3.31","42249.0"
"006660","삼성공조","13800","-140","-1.00","112143.0"
"006740","영풍제지","1063","1","0.09","59429.0"
"006880","신송홀딩스","8180","-60","-0.73","96760.0"
"006890","태경케미컬","11710","370","3.26","135836.0"
"006980","우성","17190","-140","-0.81","53117.0"
"007120","미래아이앤지","1014","-24","-2.31","29283.0"
"007280","한국특강","1484","55","3.85","90247.0"
"007540","샘표","46900","1400","3.08","134875.0"
"007980","TP","1489","-19","-1.26","76200.0"
"008250","이건산업","5710","10","0.18","62540.0"
"008260","NI스틸","3755","-55","-1.44","107393.0"
"008420","문배철강","2395","-20","-0.83","49106.0"
"008500","일정실업","12610","160","1.29","15132.0"
"008600","윌비스","465","3","0.65","31265.0"
"008700","아남전자","1523","21","1.40","117461.0"
"008870","금비","58500","800","1.39","58500.0"
"009140","경인전자","20650","-50","-0.24","32437.0"
"009180","한솔로지스틱스","2610","-10","-0.38","73487.0"
"009190","대양금속","1683","-14","-0.82","72693.0"
"009200","무림페이퍼","2170","-5","-0.23","90292.0"
"009310","참엔지니어링","1371","-10","-0.72","23271.0"
"009320","아진전자부품","1006","-11","-1.08","49596.0"
"009460","한창제지","733","-6","-0.81","43736.0"
"009770","삼정펄프","29850","0","0.00","74624.0"
"009810","플레이그램","334","1","0.30","50730.0"
"010040","한국내화","2405","0","0.00","98766.0"
"010100","한국무브넥스","4585","-85","-1.82","139615.0"
"010400","우진아이엔에스","2710","0","0.00","20656.0"
"010640","진양폴리","3940","-25","-0.63","39400.0"
"010660","화천기계","5620","-10","-0.18","123640.0"
"010770","평화홀딩스","5410","270","5.25","79124.0"
"010960","삼호개발","3455","-40","-1.14","86375.0"
"011090","에넥스","653","-4","-0.61","39175.0"
"011150","CJ씨푸드","3070","-15","-0.49","110307.0"
"011230","삼화전자","6250","300","5.04","105642.0"
"011300","성안머티리얼스","457","2","0.44","71117.0"
"011330","유니켐","1403","-17","-1.20","136486.0"
"011390","부산산업","101000","-900","-0.88","106656.0"
"011420","갤럭시아에스엠","2470","-30","-1.20","68048.0"
"011690","와이투솔루션","3520","-45","-1.26","128742.0"
"011700","한신기계","3865","-45","-1.15","125404.0"
"011810","STX","3535","30","0.86","109648.0"
"012160","영흥","591","21","3.68","59874.0"
"012170","아센디오","3075","65","2.16","33437.0"
"012200","계양전기","1457","2","0.14","39664.0"
"012280","영화금속","854","2","0.23","44121.0"
"012610","경인양행","3310","-10","-0.30","137750.0"
"012690","모나리자","2720","-15","-0.55","99474.0"
"012800","대창","1439","30","2.13","131151.0"
"013000","세우글로벌","1162","1","0.09","33355.0"
"013360","일성건설","1832","61","3.44","98974.0"
"013520","화승코퍼레이션","2135","-20","-0.93","106859.0"
"013570","디와이","4720","30","0.64","124229.0"
"013700","까뮤이앤씨","1122","-3","-0.27","67040.0"
"013870","지엠비코리아","4045","-20","-0.49","77147.0"
"014130","한익스프레스","3535","0","0.00","42420.0"
"014160","대영포장","1191","12","1.02","129098.0"
"014280","금강공업","4695","40","0.86","137701.0"
"014440","영보화학","4510","20","0.45","90200.0"
"014530","극동유화","3465","-10","-0.29","120823.0"
"014580","태경비케이","4850","90","1.89","133778.0"
"014790","HL D&I","2730","-90","-3.19","103354.0"
"014910","성문전자","1231","18","1.48","27649.0"
"014990","인디에프","1509","77","5.38","113346.0"
"015020","이스타코","730","21","2.96","31282.0"
"015260","에이엔피","423","0","0.00","19084.0"
"016090","대현","1906","6","0.32","84402.0"
"016740","두올","3350","0","0.00","104872.0"
"017040","광명전기","2095","15","0.72","90792.0"
"017180","명문제약","1629","6","0.37","55310.0"
"017550","수산세보틱스","1789","2","0.11","111632.0"
"017900","광전자","2020","-10","-0.49","117046.0"
"018500","동원금속","1428","53","3.85","66766.0"
"019180","티에이치엔","2910","-10","-0.34","52380.0"
"019440","세아특수강","14940","-80","-0.53","128036.0"
"019490","엑시큐어하이트론","662","6","0.91","50598.0"
"020760","일진디스플","1043","46","4.61","53729.0"
"021050","서원","1348","4","0.30","63996.0"
"021820","세원정공","11790","-360","-2.96","117900.0"
"023150","MH에탄올","5320","10","0.19","39254.0"
"023350","한국종합기술","5280","-70","-1.31","57816.0"
"023800","인지컨트롤스","6050","-40","-0.66","95646.0"
"023810","인팩","5770","-50","-0.86","57700.0"
"023960","에쓰씨엔지니어링","1297","-30","-2.26","45471.0"
"024070","WISCOM","2055","30","1.48","31496.0"
"024890","대원화성","905","2","0.22","37330.0"
"024900","디와이덕양","2590","25","0.97","84343.0"
"025530","SJM홀딩스","3685","35","0.96","55032.0"
"025560","미래산업","665","0","0.00","47695.0"
"025620","제이준코스메틱","7420","120","1.64","59588.0"
"025750","한솔홈데코","720","2","0.28","58007.0"
"025890","한국주강","1864","-4","-0.21","21080.0"
"026940","부국철강","2350","10","0.43","47000.0"
"027740","마니커","918","-1","-0.11","58303.0"
"030720","동원수산","6090","30","0.50","28342.0"
"031820","아이티센씨티에스","659","-13","-1.93","79773.0"
"032560","황금에스티","6060","-20","-0.33","103020.0"
"033250","체시스","1165","13","1.13","37280.0"
"033530","SJG세종","4635","10","0.22","128950.0"
"034590","인천도시가스","25750","-50","-0.19","112650.0"
"035000","HS애드","7940","60","0.76","131545.0"
"036580","팜스코","2810","-5","-0.18","103206.0"
"041650","상신브레이크","2910","-15","-0.51","62482.0"
"044380","주연테크","412","29","7.57","27358.0"
"047400","유니온머티리얼","1601","14","0.88","67242.0"
"049800","우진플라임","1978","9","0.46","39560.0"
"051630","진양화학","1955","-21","-1.06","41446.0"
"055490","테이팩스","14220","160","1.14","67824.0"
"058730","다스코","3050","25","0.83","57331.0"
"058850","KTcs","2810","-30","-1.06","119945.0"
"058860","KTis","2840","-20","-0.70","98838.0"
"063160","종근당바이오","22350","200","0.90","122611.0"
"067830","세이브존I&C","2730","-50","-1.80","112042.0"
"069460","대호에이엘","1823","-12","-0.65","123661.0"
"069640","한세엠케이","1068","-12","-1.11","32154.0"
"069730","DSR제강","3690","-15","-0.40","53136.0"
"071090","하이스틸","4035","-40","-0.98","81473.0"
"071950","코아스","9150","150","1.67","30110.0"
"072130","유엔젤","5160","-20","-0.39","66541.0"
"077500","유니퀘스트","6010","-210","-3.38","129817.0"
"078000","텔코웨어","15100","-300","-1.95","139525.0"
"079980","휴비스","3120","30","0.97","107640.0"
"084870","TBH글로벌","1339","-1","-0.07","27927.0"
"085310","엔케이","814","-21","-2.51","64209.0"
"088790","진도","2000","0","0.00","24895.0"
"089470","HDC현대EP","3965","-10","-0.25","126484.0"
"090080","평화산업","1088","16","1.49","59734.0"
"090370","메타랩스","1360","-14","-1.02","33870.0"
"092440","기신정기","2515","-35","-1.37","73438.0"
"092780","DYP","4360","-115","-2.57","57414.0"
"093240","형지엘리트","3270","150","4.81","125536.0"
"100220","비상교육","6500","-30","-0.46","84479.0"
"101140","인바이오젠","10830","280","2.65","108779.0"
"109070","주성코퍼레이션","836","11","1.33","44149.0"
"111110","호전실업","8600","0","0.00","80634.0"
"111380","동인기연","15970","-40","-0.25","97864.0"
"118000","메타케어","337","-3","-0.88","55530.0"
"120030","조선선재","99900","-700","-0.70","125639.0"
"123700","SJM","3450","70","2.07","53837.0"
"129260","인터지스","2840","-10","-0.35","84484.0"
"133820","화인베스틸","844","19","2.30","26017.0"
"134790","시디즈","32900","-100","-0.30","65800.0"
"143210","핸즈코퍼레이션","1800","-16","-0.88","39376.0"
"155660","DSR","4030","0","0.00","64480.0"
"163560","동일고무벨트","7470","-50","-0.66","103833.0"
"214390","경보제약","5090","80","1.60","121686.0"
"227840","현대코퍼레이션홀딩스","13860","60","0.43","126138.0"
"244920","에이플러스에셋","5880","-30","-0.51","132933.0"
"248170","샘표식품","27150","-50","-0.18","124029.0"
"264900","크라운제과","9570","470","5.16","119853.0"
"267290","경동도시가스","20800","-100","-0.48","122624.0"
"267850","아시아나IDT","11950","-60","-0.50","132645.0"
"308170","씨티알모빌리티","5820","-250","-4.12","50110.0"
"372910","한컴라이프케어","3180","-15","-0.47","88005.0"
"378850","화승알앤에이","3265","5","0.15","62014.0"
"446070","유니드비티플러스","4415","100","2.32","46849.0"
"465770","STX그린로지스","8750","140","1.63","62747.0"
